"Time (s) Run #8","Angle (rad) Run #8","Angular Velocity (rad/s) Run #8","Angular Acceleration (rad/s²) Run #8","State Run #8"
34.100,-4.917,8.508,26.034,
34.150,-4.442,9.323,8.921,
34.200,-3.953,9.265,-4.606,
34.250,-3.495,8.639,-12.508,
34.300,-3.085,7.810,-14.884,
34.350,-2.718,7.025,-13.187,
34.400,-2.387,6.414,-8.872,
34.450,-2.086,6.080,-2.957,
34.500,-1.793,6.094,3.297,
34.550,-1.488,6.458,8.242,
34.600,-1.156,7.025,10.327,
34.650,-0.785,7.621,8.436,
34.700,-0.388,8.029,2.085,
34.750,0.031,7.985,-8.484,
34.800,0.436,7.287,-21.720,
34.850,0.785,5.818,-34.955,
34.900,1.043,3.680,-45.233,
34.950,1.169,1.105,-50.130,
35.000,1.156,-1.571,-48.530,
35.050,1.004,-3.971,-40.724,
35.100,0.737,-5.803,-28.507,
35.150,0.397,-6.880,-14.641,
35.200,0.022,-7.214,-1.939,
35.250,-0.345,-6.952,7.660,
35.300,-0.685,-6.312,13.623,
35.350,-0.982,-5.483,16.435,
35.400,-1.235,-4.596,16.968,
35.450,-1.440,-3.738,15.853,
35.500,-1.606,-2.967,13.526,
35.550,-1.732,-2.356,10.617,
35.600,-1.833,-1.920,8.048,
35.650,-1.920,-1.600,6.351,
35.700,-1.994,-1.309,5.139,
35.750,-2.051,-1.062,3.782,
35.800,-2.094,-0.916,2.327,
35.850,-2.138,-0.858,1.309,
35.900,-2.182,-0.814,0.727,
35.950,-2.221,-0.771,-0.048,
36.000,-2.256,-0.785,-1.309,
36.050,-2.295,-0.902,-2.618,
36.100,-2.343,-1.076,-3.588,
36.150,-2.404,-1.265,-4.509,
36.200,-2.470,-1.498,-5.963,
36.250,-2.548,-1.833,-7.951,
36.300,-2.649,-2.298,-9.939,
36.350,-2.775,-2.851,-11.587,
