"Time (s) Run #6","Angle (rad) Run #6","Angular Velocity (rad/s) Run #6","Angular Acceleration (rad/s²) Run #6","State Run #6"
35.900,4.237,0.044,0.970,
35.950,4.241,0.058,0.242,
36.000,4.241,0.044,-0.048,
36.050,4.246,0.044,-0.097,
36.100,4.246,0.044,-0.145,
36.150,4.250,0.029,-0.242,
36.200,4.250,0.015,-0.242,
36.250,4.250,0.000,-0.145,
36.300,4.250,0.000,-0.048,
36.350,4.250,0.000,0.000,
36.400,4.250,0.000,0.000,
36.450,4.250,0.000,0.000,
36.500,4.250,0.000,0.000,
36.550,4.250,0.000,0.000,
36.600,4.250,0.000,0.000,
36.650,4.250,0.000,0.000,
36.700,4.250,0.000,0.000,
36.750,4.250,0.000,0.000,
36.800,4.250,0.000,0.000,
36.850,4.250,0.000,0.000,
36.900,4.250,0.000,0.000,
36.950,4.250,0.000,0.000,
37.000,4.250,0.000,0.000,
37.050,4.250,0.000,0.000,
37.100,4.250,0.000,0.048,
37.150,4.250,0.000,0.145,
37.200,4.250,0.015,0.194,
37.250,4.250,0.029,0.097,
37.300,4.254,0.029,-0.097,
37.350,4.254,0.015,-0.194,
37.400,4.254,0.000,-0.145,
37.450,4.254,0.000,-0.048,
37.500,4.254,0.000,0.000,
